timestamp_s,sensor_value
0.0,0.17266231344554087
0.0005,0.17053745752799657
0.001,0.39791676230471296
0.0015,0.4897821631372647
0.002,0.33131267994121083
0.0025,0.42966313645228776
0.003,0.5736208615263678
0.0035,0.5606534115738596
0.004,0.5930174423421353
0.0045,0.5287023967816509
0.005,0.6539764732588663
0.0055,0.6337321956356309
0.006,0.5640723598807529
0.0065,0.6296936326252984
0.007,0.5643796113066228
0.0075,0.45002548488133615
0.008,0.5341642305467567
0.0085,0.42503974859590044
0.009,0.5606471776376472
0.0095,0.4854051901779555
0.01,0.4708612760460675
0.0105,0.4270484563030552
0.011,0.5640941529903726
0.0115,0.4452112779119783
0.012,0.4053179337651718
0.0125,0.38590297114989164
0.013,0.42175827106455516
0.0135,0.37046780843167954
0.014,0.32962305400038056
0.0145,0.2815638632332541
0.015,0.35960315958415207
0.0155,0.10903991388928105
0.016,0.045155576361179374
0.0165,-0.03272145311176542
0.017,0.024471987945155912
0.0175,0.014790957420305069
0.018,-0.12543988156599487
0.0185,-0.2218020190891341
0.019,-0.2572758479130686
0.0195,-0.17751753496026967
0.02,-0.20136853088517342
0.0205,-0.24653568504019646
0.021,-0.36922461359548064
0.0215,-0.33194758604928093
0.022,-0.3749186571372623
0.0225,-0.4045524831343543
0.023,-0.3955961913525408
0.0235,-0.489718053080547
0.024,-0.5018342889984434
0.0245,-0.596875089847146
0.025,-0.6273148342860305
0.0255,-0.6454172280243785
0.026,-0.844137302924961
0.0265,-0.7871484754608002
0.027,-0.8178422732207056
0.0275,-0.8364666941990995
0.028,-0.7989403258196868
0.0285,-0.6369504663161923
0.029,-0.7743788690798827
0.0295,-0.5732396147486941
0.03,-0.6999723263367108
0.0305,-0.5060530575630704
0.031,-0.3657841099492606
0.0315,-0.22280386009015982
0.032,-0.09784405150687632
0.0325,0.024948073295935597
0.033,0.0512920951352073
0.0335,0.15036358687488763
0.034,0.350164335677857
0.0345,0.35663073764946374
0.035,0.3469241317909037
0.0355,0.41676372633085323
0.036,0.47737444293660686
0.0365,0.616033927548648
0.037,0.6059916901645247
0.0375,0.6540195590713245
0.038,0.5653922268073538
0.0385,0.6007660620901186
0.039,0.6228498110825402
0.0395,0.5355097107256074
0.04,0.5785258556018978
0.0405,0.47848782451637917
0.041,0.48948071582414904
0.0415,0.4788668826391419
0.042,0.40982830815955945
0.0425,0.5340528822306523
0.043,0.4567361286493613
0.0435,0.4890668109424822
0.044,0.5182428590178848
0.0445,0.5053080272560618
0.045,0.5068587500230424
0.0455,0.4271371323093925
0.046,0.37449446493611777
0.0465,0.3663263848702127
0.047,0.20211432614959304
0.0475,0.17381317441373761
0.048,0.13202206011216996
0.0485,0.10244297052899771
0.049,0.15338833018872636
0.0495,-0.002815512553695557
0.05,-0.01704108679148659
0.0505,0.05966498965577083
0.051,-0.11541276549924871
0.0515,-0.07553068017964679
0.052,-0.24332413986003193
0.0525,-0.22331551695432153
0.053,-0.31311140537248006
0.0535,-0.29700640163623065
0.054,-0.23664228263468898
0.0545,-0.4641622310549554
0.055,-0.33105558568872173
0.0555,-0.381642286083658
0.056,-0.4844411271143512
0.0565,-0.592417611393643
0.057,-0.5219151820371626
0.0575,-0.6160819119732068
0.058,-0.6062856615017629
0.0585,-0.6695654329753578
0.059,-0.591596751387202
0.0595,-0.7692005342014014
0.06,-0.8563668142410221
0.0605,-0.7792151348973984
0.061,-0.7768719220199443
0.0615,-0.6743088317693461
0.062,-0.6821435543151141
0.0625,-0.6690472055699335
0.063,-0.5175701178214448
0.0635,-0.6386389055115383
0.064,-0.5008845598945988
0.0645,-0.4165573034347614
0.065,-0.26177615389051395
0.0655,-0.22013341573428244
0.066,0.0512401935950014
0.0665,0.09882490647265206
0.067,0.10915842652861432
0.0675,0.23990365092278965
0.068,0.4251443465162209
0.0685,0.5346740285110242
0.069,0.6780088567529098
0.0695,0.7880905715030128
0.07,0.6223288187547763
0.0705,0.5280479233136257
0.071,0.4432630224600367
0.0715,0.6217515225347132
0.072,0.5276134491168668
0.0725,0.5433414868523458
0.073,0.5122263760693486
0.0735,0.5328301118739684
0.074,0.6116313530238269
0.0745,0.5308290758242636
0.075,0.4982621495578324
0.0755,0.42505911663585194
0.076,0.3716493735553484
0.0765,0.45865799618037184
0.077,0.4866175883796164
0.0775,0.6184282568249297
0.078,0.48096153439215844
0.0785,0.5290328529708515
0.079,0.39189296856855
0.0795,0.3090472461606228
0.08,0.28883091342937295
0.0805,0.2638187340597112
0.081,0.43371908859102165
0.0815,0.1545380014651463
0.082,0.22601121916584888
0.0825,0.035670648855002714
0.083,0.1199663566211276
0.0835,0.02371163446626202
0.084,-0.06900319448650256
0.0845,-0.10736188873503223
0.085,-0.1973479007006712
0.0855,-0.15164927606478146
0.086,-0.2557154362717805
0.0865,-0.3470037238303955
0.087,-0.3816446257511717
0.0875,-0.3008397530460095
0.088,-0.2245115133766474
0.0885,-0.3670769544204922
0.089,-0.4254070390699626
0.0895,-0.43502705348800985
0.09,-0.40104201330742323
0.0905,-0.5315055288156435
0.091,-0.6287075285983464
0.0915,-0.5612210075680777
0.092,-0.6596555574071532
0.0925,-0.6163915601292651
0.093,-0.7540041931073316
0.0935,-0.8854476489730131
0.094,-0.9070703495739506
0.0945,-0.6711952302591906
0.095,-0.6445674108595556
0.0955,-0.7519524792203942
0.096,-0.7115627119840615
0.0965,-0.49745994380469566
0.097,-0.6065746650479091
0.0975,-0.489834358465957
0.098,-0.2617978910525928
0.0985,-0.2250448554934492
0.099,-0.07645688299814095
0.0995,0.028729227773306366
0.1,0.17938097570763417
0.1005,0.36526203125312084
0.101,0.35704199670799397
0.1015,0.47897270169567413
0.102,0.3374526650888013
0.1025,0.5408755565273343
0.103,0.5152853636328354
0.1035,0.5081609909075869
0.104,0.5439408012084633
0.1045,0.5854108943549035
0.105,0.6734746998813053
0.1055,0.48876317793883
0.106,0.577241182424753
0.1065,0.521588576859827
0.107,0.5184083064727877
0.1075,0.6073718567600456
0.108,0.5614583628394308
0.1085,0.6151516240312462
0.109,0.4953922196701243
0.1095,0.44968257600438083
0.11,0.4815380854395654
0.1105,0.5113234375941552
0.111,0.4971397174348907
0.1115,0.38676731345833626
0.112,0.4573759162918059
0.1125,0.44195272384543105
0.113,0.5845806523517635
0.1135,0.49587658348642866
0.114,0.24086697396973425
0.1145,0.2333967493617362
0.115,0.08863875803254906
0.1155,0.09874101490458315
0.116,0.110872992482273
0.1165,0.12281409313585509
0.117,-0.0793843740146474
0.1175,-0.12401591568307227
0.118,-0.28468268541813957
0.1185,-0.1743773750138716
0.119,-0.2810423679538386
0.1195,-0.2744241417724442
0.12,-0.3328650679919578
0.1205,-0.3035246900059986
0.121,-0.4619026351258661
0.1215,-0.47202022443344177
0.122,-0.2313983689218178
0.1225,-0.5317838966558629
0.123,-0.5593738291859716
0.1235,-0.3801650572498774
0.124,-0.3465859202401847
0.1245,-0.7085725731325271
0.125,-0.695702737031572
0.1255,-0.6868226203656324
0.126,-0.6201584653966696
0.1265,-0.8593325537543368
0.127,-0.8221280988597195
0.1275,-0.7495772911658637
0.128,-0.7659040065531171
0.1285,-0.8010190117909135
0.129,-0.737691981989562
0.1295,-0.7706097341308017
0.13,-0.6048771914679905
0.1305,-0.5139697533092388
0.131,-0.37084152240942775
0.1315,-0.31767900258991966
0.132,-0.12045242641855208
0.1325,0.04068547158094292
0.133,0.09193809799217062
0.1335,0.21767486941829312
0.134,0.2960259714667165
0.1345,0.3811865092022706
0.135,0.4012465428321864
0.1355,0.5413094244241264
0.136,0.5549777866316913
0.1365,0.753742582837324
0.137,0.7314844700825786
0.1375,0.6466108757443196
0.138,0.5554947028113864
0.1385,0.5189091908764571
0.139,0.6813855946594308
0.1395,0.5941102642585403
0.14,0.5946265040104322
0.1405,0.40940718617579797
0.141,0.6019813403321187
0.1415,0.5562788770365563
0.142,0.4294975797674918
0.1425,0.47355669561593766
0.143,0.5257883748586782
0.1435,0.5048461184610349
0.144,0.47151515643033864
0.1445,0.47537874391955054
0.145,0.4483547172965922
0.1455,0.4576285450829361
0.146,0.5302482408928567
0.1465,0.18528169922104676
0.147,0.32181606694278697
0.1475,0.30556172421470223
0.148,0.2620511741653981
0.1485,0.1549049934825244
0.149,-0.008850504390917339
0.1495,0.09335258231012625
0.15,0.14456315389851834
0.1505,-0.15863772802084075
0.151,-0.024251795674451296
0.1515,-0.16073871902494472
0.152,-0.18095884815845545
0.1525,-0.29368778582950333
0.153,-0.27216111365965345
0.1535,-0.17837153294819008
0.154,-0.2641559286319093
0.1545,-0.20749234809562137
0.155,-0.2834452877925817
0.1555,-0.3764358101368138
0.156,-0.3164121616158423
0.1565,-0.4601752278593494
0.157,-0.4773679289896305
0.1575,-0.6128076756726132
0.158,-0.634798449758985
0.1585,-0.7416353899957866
0.159,-0.6565101404490943
0.1595,-0.8600427438072021
0.16,-0.7374480796728389
0.1605,-0.8274236623758023
0.161,-0.7237902250263
0.1615,-0.7403647518477853
0.162,-0.6251866934937614
0.1625,-0.6577123181496567
0.163,-0.7658970288324878
0.1635,-0.5662419200724447
0.164,-0.5529029178033511
0.1645,-0.39384555204956284
0.165,-0.12183543090440797
0.1655,-0.06863524395450565
0.166,-0.05106019889102243
0.1665,0.040880550525002994
0.167,0.2297221160585189
0.1675,0.2321220685542455
0.168,0.3592978955705407
0.1685,0.5056376950423122
0.169,0.6260996951283135
0.1695,0.624918082076397
0.17,0.42904509049883754
0.1705,0.6416507617425771
0.171,0.6266758715460717
0.1715,0.6472563061102732
0.172,0.7278238270890726
0.1725,0.4306456209442531
0.173,0.5270513937824288
0.1735,0.6017402789106162
0.174,0.4211512451427459
0.1745,0.6441142354984838
0.175,0.5506214670670988
0.1755,0.5811414145926612
0.176,0.4679279200580996
0.1765,0.5698673937925358
0.177,0.5840514541390491
0.1775,0.5119583954424459
0.178,0.4998429852459049
0.1785,0.48489873657342486
0.179,0.373893237844928
0.1795,0.39775491148174136
0.18,0.3594277713896386
0.1805,0.35608779543217467
0.181,0.3533476020076291
0.1815,0.14127123867534314
0.182,0.15577505195486802
0.1825,0.2207584915377723
0.183,-0.007425697578704977
0.1835,-0.06905078538426546
0.184,-0.04287676978293016
0.1845,-0.041969151976789375
0.185,-0.14970525515174818
0.1855,-0.08826496436098914
0.186,-0.16023482974186598
0.1865,-0.19431279399551316
0.187,-0.2476718525934168
0.1875,-0.14277338925068098
0.188,-0.3691049793510508
0.1885,-0.5414796426664726
0.189,-0.30269882039793633
0.1895,-0.5022655756934699
0.19,-0.5040851476879562
0.1905,-0.46015626903295515
0.191,-0.7332993946309709
0.1915,-0.7562842868906314
0.192,-0.830571950355635
0.1925,-0.81117011213722
0.193,-0.7512330602371602
0.1935,-0.7687607760984372
0.194,-0.7985630154238319
0.1945,-0.9234548253674383
0.195,-0.970691553576791
0.1955,-0.750065178319873
0.196,-0.733148182463838
0.1965,-0.5874688667739273
0.197,-0.47918480728707563
0.1975,-0.41975392195092665
0.198,-0.2595726393276343
0.1985,-0.1814603187720834
0.199,-0.03713308233564032
0.1995,-0.01196951577504726
0.2,0.14289666372970528
0.2005,0.2777982117050482
0.201,0.42027741805206426
0.2015,0.4083599728241897
0.202,0.5448298136170866
0.2025,0.5355192504969993
0.203,0.5829073379952577
0.2035,0.6775904828211577
0.204,0.471058231014707
0.2045,0.5241854943945933
0.205,0.5019992227140438
0.2055,0.42360945235520886
0.206,0.5346055883204095
0.2065,0.6274946832400208
0.207,0.5326921393096857
0.2075,0.5563761520027863
0.208,0.6141756318530429
0.2085,0.6246978894337989
0.209,0.5120902287929843
0.2095,0.6168325409953058
0.21,0.5156878026221137
0.2105,0.4383244426192459
0.211,0.4476121781466084
0.2115,0.3656728980506478
0.212,0.3912196280405364
0.2125,0.4053355366566218
0.213,0.4608513318026999
0.2135,0.490761749493355
0.214,0.20625311939624336
0.2145,0.2904591246701675
0.215,0.12489699788116361
0.2155,0.18313480496091086
0.216,0.0782356249089471
0.2165,-0.10946056958400356
0.217,0.047132864349286395
0.2175,-0.12174639012858414
0.218,-0.16338674048991486
0.2185,-0.24708292760696496
0.219,-0.25363815377687904
0.2195,-0.20555987052409563
0.22,-0.2852650893892094
0.2205,-0.276778527128043
0.221,-0.3056569496176097
0.2215,-0.26515364302360045
0.222,-0.4283562309587546
0.2225,-0.5544628471415421
0.223,-0.4024080178810878
0.2235,-0.5561227026070594
0.224,-0.49443609461214066
0.2245,-0.6008564154648524
0.225,-0.6898648560187085
0.2255,-0.6994021866768636
0.226,-0.6169323987891896
0.2265,-0.6388079305088017
0.227,-0.8126540712450612
0.2275,-0.8115899090169899
0.228,-0.7312095132666452
0.2285,-0.850954378459534
0.229,-0.7150001359331752
0.2295,-0.6791433436068167
0.23,-0.5730640052181813
0.2305,-0.5662540902407711
0.231,-0.517426706314444
0.2315,-0.4389318722865614
0.232,-0.24507147237796884
0.2325,-0.07282137980389673
0.233,0.05887411268513709
0.2335,0.3424545430299169
0.234,0.38171786039302846
0.2345,0.3139386028549125
0.235,0.49099383557693704
0.2355,0.49463481158453404
0.236,0.5501728094121217
0.2365,0.6175225602742966
0.237,0.6686305771124049
0.2375,0.6013845860232068
0.238,0.7058065134685797
0.2385,0.5267132807826568
0.239,0.6003590344002767
0.2395,0.7825871387194414
0.24,0.5841101681830412
0.2405,0.6619163739547441
0.241,0.546581486376834
0.2415,0.5744557984596537
0.242,0.5186134102158886
0.2425,0.5048754830484916
0.243,0.453959649941944
0.2435,0.5418402319991947
0.244,0.43652567833799205
0.2445,0.5420215472221438
0.245,0.5582731146179264
0.2455,0.481065336504839
0.246,0.4020633071335763
0.2465,0.42280063375018817
0.247,0.32159621944583383
0.2475,0.3682597256107648
0.248,0.10264751214056038
0.2485,0.16047739666627345
0.249,-0.024908709400995054
0.2495,-0.045404869285494434
0.25,0.1168248898798848
0.2505,0.026873196691421897
0.251,-0.14706064593354284
0.2515,-0.25284822118210154
0.252,-0.4062296265555114
0.2525,-0.25790392869888323
0.253,-0.06473832203170195
0.2535,-0.248899068303582
0.254,-0.3563619647831573
0.2545,-0.30972639281211034
0.255,-0.49892101964017643
0.2555,-0.43895981191056793
0.256,-0.44910109965465744
0.2565,-0.507665711331851
0.257,-0.4881062038908501
0.2575,-0.5722179179842646
0.258,-0.5979088984079618
0.2585,-0.750830522701866
0.259,-0.6740181131349042
0.2595,-0.6558069905491346
0.26,-0.8830833820291635
0.2605,-0.8923169373944718
0.261,-0.7225966668554153
0.2615,-0.8237398719985178
0.262,-0.6677772296738107
0.2625,-0.7575395990663137
0.263,-0.5427568757596976
0.2635,-0.5587417432138906
0.264,-0.44961043193696687
0.2645,-0.23901242715588544
0.265,-0.26866255393331434
0.2655,-0.19127487309186056
0.266,-0.03188800497764673
0.2665,0.15478084099263542
0.267,0.11012949198450123
0.2675,0.3784629942448745
0.268,0.37475780728750724
0.2685,0.5759158626239004
0.269,0.3609045554268399
0.2695,0.525347161103896
0.27,0.48309782531406326
0.2705,0.5628082239533603
0.271,0.6479589049826706
0.2715,0.6094989970579181
0.272,0.5920322680304172
0.2725,0.5838970353040058
0.273,0.5950061406678236
0.2735,0.48595248430952176
0.274,0.6031831832800809
0.2745,0.5882062557686131
0.275,0.5581959136642611
0.2755,0.5650947448487869
